time,rainfall_mm
2024-09-01T00:00:00,0.0
2024-09-01T01:00:00,0.0
2024-09-01T02:00:00,0.0
2024-09-01T03:00:00,0.0
2024-09-01T04:00:00,0.4
2024-09-01T05:00:00,0.0
2024-09-01T06:00:00,0.0
2024-09-01T07:00:00,0.0
2024-09-01T08:00:00,0.0
2024-09-01T09:00:00,0.0
2024-09-02T00:00:00,0.0
2024-09-02T01:00:00,0.2
2024-09-02T02:00:00,0.0
2024-09-02T03:00:00,0.0
2024-09-02T04:00:00,0.0
2024-09-02T05:00:00,0.0
2024-09-02T06:00:00,0.0
2024-09-02T07:00:00,1.0
2024-09-02T08:00:00,0.4
2024-09-02T09:00:00,0.2
2024-09-03T00:00:00,0.4
2024-09-03T01:00:00,0.8
2024-09-03T02:00:00,0.2
2024-09-03T03:00:00,0.0
2024-09-03T04:00:00,0.0
2024-09-03T05:00:00,0.0
2024-09-03T06:00:00,0.0
2024-09-03T07:00:00,0.0
2024-09-03T08:00:00,0.0
2024-09-03T09:00:00,0.0
2024-09-04T00:00:00,0.0
2024-09-04T01:00:00,0.2
2024-09-04T02:00:00,0.0
2024-09-04T03:00:00,0.0
2024-09-04T04:00:00,0.0
2024-09-04T05:00:00,0.0
2024-09-04T06:00:00,0.2
2024-09-04T07:00:00,0.0
2024-09-04T08:00:00,0.0
2024-09-04T09:00:00,0.0
2024-09-05T00:00:00,0.0
2024-09-05T01:00:00,0.0
2024-09-05T02:00:00,0.6
2024-09-05T03:00:00,0.0
2024-09-05T04:00:00,0.4
2024-09-05T05:00:00,0.0
2024-09-05T06:00:00,0.0
2024-09-05T07:00:00,0.0
2024-09-05T08:00:00,0.4
2024-09-05T09:00:00,0.0
2024-09-05T10:00:00,0.0
2024-09-05T11:00:00,0.2
2024-09-05T12:00:00,0.4
2024-09-06T00:00:00,0.0
2024-09-06T01:00:00,0.0
2024-09-06T02:00:00,0.0
2024-09-06T03:00:00,0.0
2024-09-06T04:00:00,0.0
2024-09-06T05:00:00,0.0
2024-09-06T06:00:00,0.2
2024-09-06T07:00:00,0.0
2024-09-06T08:00:00,0.0
2024-09-06T09:00:00,0.0
2024-09-07T00:00:00,0.6
2024-09-07T01:00:00,0.0
2024-09-07T02:00:00,0.0
2024-09-07T03:00:00,0.2
2024-09-07T04:00:00,0.0
2024-09-07T05:00:00,0.0
2024-09-07T06:00:00,0.0
2024-09-07T07:00:00,0.0
2024-09-07T08:00:00,0.0
2024-09-07T09:00:00,0.0
2024-09-08T00:00:00,2.0
2024-09-08T01:00:00,7.0
2024-09-08T02:00:00,5.0
2024-09-08T03:00:00,1.6
2024-09-08T04:00:00,0.0
2024-09-08T05:00:00,0.0
2024-09-08T06:00:00,0.0
2024-09-08T07:00:00,0.6
2024-09-08T08:00:00,0.0
2024-09-08T09:00:00,0.6
2024-09-08T10:00:00,0.0
